 
5	17	20	31	45	51	57	70	73	 
90	97	100	116	119	129	141	149	157	 
165	175	186	194	205	208	218	234	242	 
250	253	269	272	282	293	301	312	324	 
328	335	345	360	366	376	379	395	401	 
411	419	432	433	449	454	466	471	479	 
494	498	509	519	526	533	549	550	565	 
569	585	592	597	604	620	626	634	645	 
649	663	670	682	689	702	710	713	723	 
0	
