 
4	18	25	35	38	48	59	64	78	 
84	91	104	112	123	135	137	151	161	 
168	173	188	190	205	212	225	229	237	 
245	258	262	279	284	295	300	314	319	 
332	340	345	353	361	373	384	396	401	 
414	419	427	438	444	458	460	470	484	 
487	499	506	516	530	537	547	554	567	 
572	584	591	601	612	613	625	633	641	 
655	660	675	680	688	695	710	717	721	 
0	
