 
7	18	20	33	44	48	59	64	76	 
87	93	107	113	121	127	142	146	162	 
167	175	181	191	207	214	219	231	242	 
245	257	270	271	285	292	305	313	318	 
327	340	346	359	362	378	379	392	402	 
413	415	429	435	448	455	468	472	479	 
490	501	511	522	523	539	542	552	563	 
568	584	590	598	606	614	627	639	646	 
657	659	669	682	689	699	706	719	721	 
0	
