 
7	10	26	29	41	54	58	66	78	 
85	95	105	116	120	127	144	151	155	 
165	173	189	193	204	214	221	233	235	 
248	260	264	271	281	292	304	312	324	 
326	342	346	358	368	375	381	388	401	 
411	421	424	435	450	455	467	470	481	 
494	498	509	519	526	533	541	558	565	 
568	580	587	603	610	615	627	635	647	 
657	663	673	680	685	701	704	715	723	 
0	
