 
1	17	27	29	40	50	60	66	79	 
86	94	105	116	120	133	137	153	154	 
169	174	182	195	207	208	220	230	242	 
251	253	265	277	284	294	306	308	318	 
330	342	349	354	362	373	379	395	401	 
408	416	428	441	442	458	466	474	481	 
495	501	512	514	529	534	545	553	560	 
569	581	586	598	611	621	624	637	645	 
652	664	669	680	690	695	710	712	729	 
0	
