 
7	10	24	36	38	50	62	66	76	 
90	92	107	111	121	132	142	145	158	 
167	174	184	197	199	214	218	231	243	 
246	258	268	275	287	290	301	315	316	 
326	337	343	358	369	372	384	392	404	 
413	419	432	436	447	451	462	470	484	 
490	503	506	519	527	540	541	556	561	 
573	583	590	595	606	620	630	634	641	 
649	666	669	677	691	697	707	719	726	 
0	
