 
5	13	24	34	39	47	63	64	80	 
83	97	102	116	118	135	141	148	158	 
171	179	181	193	203	213	219	232	236	 
251	258	266	272	286	291	301	315	316	 
325	336	344	360	366	373	386	392	403	 
409	423	430	433	449	455	461	471	483	 
489	497	512	518	526	532	547	555	567	 
574	577	589	600	612	620	626	632	642	 
654	662	675	678	686	700	703	719	724	 
0	
