 
1	17	22	30	43	50	63	69	74	 
84	95	101	117	125	132	136	151	157	 
168	180	187	191	199	211	221	228	242	 
248	254	270	278	282	289	304	310	321	 
332	337	343	358	366	371	381	396	401	 
412	417	429	436	446	459	467	470	478	 
490	496	509	519	531	538	542	557	561	 
576	582	588	595	605	620	625	635	646	 
650	664	674	680	688	696	708	712	729	 
0	
