 
9	14	21	35	42	52	56	67	73	 
83	97	107	111	121	127	140	150	162	 
166	177	181	198	200	212	223	233	237	 
246	254	268	276	288	296	301	307	320	 
325	341	346	356	367	372	384	396	398	 
410	423	429	434	442	454	462	475	485	 
492	498	513	517	530	533	541	554	565	 
575	577	587	601	608	618	630	633	643	 
655	661	671	676	687	702	710	713	726	 
0	
