 
6	12	23	34	40	46	62	72	74	 
85	98	108	114	119	131	136	147	160	 
169	173	181	198	206	210	220	230	240	 
248	253	263	278	285	295	300	310	324	 
327	337	348	353	361	378	383	394	404	 
414	421	431	435	446	454	461	474	478	 
494	500	508	514	531	537	547	551	561	 
568	582	588	598	610	614	630	638	644	 
650	666	673	680	687	701	708	712	724	 
0	
