 
1	11	25	36	40	53	59	69	75	 
86	93	108	109	119	132	139	151	161	 
170	177	184	196	201	212	217	234	236	 
246	257	269	276	280	290	306	310	322	 
328	342	343	356	368	376	381	389	402	 
411	421	425	435	450	454	467	473	478	 
488	496	509	521	528	540	547	552	562	 
576	584	591	598	610	615	623	631	644	 
655	661	669	677	689	694	708	719	729	 
0	
