 
3	13	20	36	41	51	61	64	80	 
89	95	105	111	118	133	139	146	162	 
169	180	181	197	202	209	219	231	239	 
248	253	269	277	282	297	299	310	321	 
333	339	349	353	368	373	383	390	397	 
409	416	426	437	447	451	468	476	484	 
492	502	513	514	524	534	548	554	562	 
569	584	589	600	612	617	622	637	642	 
649	660	671	679	691	701	708	720	722	 
0	
