 
3	11	24	32	43	46	63	71	76	 
82	94	106	110	125	135	138	150	158	 
167	180	188	195	202	210	223	227	235	 
250	253	265	278	288	290	302	309	321	 
332	336	347	358	361	375	382	396	398	 
407	420	432	436	444	455	467	469	484	 
492	502	507	514	527	539	542	553	567	 
571	584	586	603	605	619	627	635	642	 
657	662	668	678	690	697	703	718	728	 
0	
