 
5	17	20	36	37	48	60	70	76	 
90	91	106	114	125	130	140	146	156	 
168	175	183	191	203	214	224	226	243	 
245	258	270	274	282	293	298	314	322	 
328	338	350	352	367	375	387	390	398	 
408	421	424	440	443	459	463	473	483	 
494	498	510	518	526	533	547	558	559	 
574	585	590	597	609	613	623	634	647	 
649	659	670	682	693	701	705	717	725	 
0	
