 
3	16	20	28	40	53	59	69	81	 
85	96	100	115	122	135	137	152	156	 
167	180	188	195	200	210	217	232	238	 
244	254	267	273	287	295	306	310	320	 
333	337	345	356	366	370	386	389	403	 
413	419	430	436	450	452	462	469	483	 
488	496	509	522	529	537	544	552	566	 
574	579	589	602	604	617	627	639	641	 
654	665	675	677	687	697	709	716	721	 
0	
