 
5	16	21	29	42	53	58	72	73	 
83	98	108	115	121	127	141	147	158	 
163	175	186	198	203	210	218	233	241	 
247	253	269	275	282	295	306	312	317	 
333	338	344	352	368	375	381	394	400	 
411	417	430	436	443	459	460	473	485	 
489	501	505	521	529	535	545	551	567	 
574	578	589	597	612	617	629	631	645	 
656	666	671	681	685	695	709	715	723	 
0	
